-761554;-1100687;189898;Předbořice;3305;Písek, Kovářov;JC
-866958;-1022571;142140;Rovná;3409;Sokolov, Rovná;KA
-804057;-1095465;24074;Čížkov;3406;Plzeň-jih, Čížkov;PL
-820895;-1002581;173274;Úhošťany;3503;Chomutov, Kadaň;US
-662856;-1043120;69833;Kosice;3602;Hradec Králové, Kosice;KH
-660626;-1043417;69841;Kosičky;3602;Hradec Králové, Kosičky;KH
-718609;-1104865;182052;Vilice;3308;Tábor, Vilice;JC
-742057;-1134379;183407;Svinky;3308;Tábor, Vlastiboř;JC
-764604;-1101151;189901;Zahořany;3305;Písek, Kovářov;JC
-690505;-966301;105597;Nová Ves;3505;Liberec, Nová Ves;LB
-736787;-1125847;91936;Zhoř u Tábora;3308;Tábor, Zhoř u Tábora;JC
-857566;-997006;102652;Tisová;3403;Karlovy Vary, Nejdek;KA
-774962;-1102811;80772;Lety;3305;Písek, Lety;JC
-732674;-1099424;150975;Oldřichovec;3201;Benešov, Smilkov;ST
-774439;-1106535;72591;Laziště;3305;Písek, Králova Lhota;JC
-757794;-1113610;301477;Drahužel;3305;Písek, Milevsko;JC
-779866;-1099727;100633;Myslín;3305;Písek, Myslín;JC
-703110;-1089116;152579;Soutice;3201;Benešov, Soutice;ST
-769787;-1159817;138550;Radošovice;3301;České Budějovice, Radošovice;JC
-656933;-992621;2143;Dolní Štěpanice;3608;Semily, Benecko;LB
-478109;-1097109;25411;Děhylov;3806;Opava, Děhylov;MS
-746134;-1182828;168173;U vodojemu;3301;České Budějovice, Trhové Sviny;JC
-708943;-1087514;165298;Tehov;3201;Benešov, Tehov;ST
-744339;-1150260;103381;Neplachov;3301;České Budějovice, Neplachov;JC
-863070;-1024199;142166;Čistá;3409;Sokolov, Rovná;KA
-774808;-1144062;184284;Vodňany-střed;3307;Strakonice, Vodňany;JC
-761557;-1142852;165816;Temelínec;3301;České Budějovice, Temelín;JC
-732963;-1184690;106216;Jakule;3301;České Budějovice, Nové Hrady;JC
-729264;-1190098;188875;Vyšné;3301;České Budějovice, Nové Hrady;JC
-740708;-1182989;110337;Olešnice;3301;České Budějovice, Olešnice;JC
-758817;-1150305;110477;Chlumec;3301;České Budějovice, Olešník;JC
-766247;-1154060;146714;Plástovice;3301;České Budějovice, Sedlec;JC
-735139;-1190056;106259;Nové Hrady;3301;České Budějovice, Nové Hrady;JC
-824545;-1095707;44849;Týniště;3406;Plzeň-jih, Týniště;PL
-732154;-1052705;329746;Nové Pitkovice;3100;Hlavní město Praha, Praha;ST
-753313;-1169987;154334;Staré Hodějovice;3301;České Budějovice, Staré Hodějovice;JC
-750213;-1175928;156591;Strážkovice;3301;České Budějovice, Strážkovice;JC
-753345;-1175919;158038;Střížov;3301;České Budějovice, Střížov;JC
-815939;-1131276;142328;Kadešice;3404;Klatovy, Žihobce;PL
-755875;-1185578;160211;Chlum;3301;České Budějovice, Svatý Jan nad Malší;JC
-745880;-1183926;168181;Svatá Trojice-Mlýny;3301;České Budějovice, Trhové Sviny;JC
-743978;-1183573;168190;Rejta;3301;České Budějovice, Trhové Sviny;JC
-743508;-1181994;168203;Bukvice;3301;České Budějovice, Trhové Sviny;JC
-564576;-1143102;330370;Chaloupky u Otaslavic;3709;Prostějov, Otaslavice;OL
-496456;-1102640;148946;Skřipov;3806;Opava, Skřipov;MS
-684686;-1136006;326135;Za Tratí;3707;Jihlava, Batelov;VY
-741869;-1165477;163481;Štěpánovice;3301;České Budějovice, Štěpánovice;JC
-704905;-1133006;133001;Pravíkov;3304;Pelhřimov, Kamenice nad Lipou;VY
-758666;-1142984;13943;Březí u Týna nad Vltavou;3301;České Budějovice, Temelín;JC
-760754;-1144823;13960;Kočín;3301;České Budějovice, Temelín;JC
-764091;-1141197;165786;Lhota pod Horami;3301;České Budějovice, Temelín;JC
-763191;-1142597;165794;Sedlec;3301;České Budějovice, Temelín;JC
-761900;-1140812;165808;Temelín;3301;České Budějovice, Temelín;JC
-700436;-1152328;156965;Strmilov;3303;Jindřichův Hradec, Strmilov;JC
-534317;-1206752;57908;Javorník;3706;Hodonín, Javorník;JM
-723015;-1035197;301094;K Toušeni;3209;Praha-východ, Brandýs nad Labem-Stará Boleslav;ST
-827367;-1033996;106933;Močidlec;3403;Karlovy Vary, Pšov;KA
-759197;-1089761;160148;Drážkov;3211;Příbram, Svatý Jan;ST
-827838;-991943;136174;Kotlina;3503;Chomutov, Měděnec;US
-750482;-1045376;306258;Stodůlky-sever;3100;Hlavní město Praha, Praha;ST
-723602;-1060284;66460;Klokočná;3209;Praha-východ, Klokočná;ST
-794018;-1089175;181081;Věšín;3211;Příbram, Věšín;ST
-786816;-1097699;184802;Bubovice;3211;Příbram, Volenice;ST
-855430;-1104056;71234;Kout na Šumavě;3401;Domažlice, Kout na Šumavě;PL
-753637;-1045363;320544;Na Třebonicku-západ;3100;Hlavní město Praha, Praha;ST
-781053;-1026424;171174;Třtice;3212;Rakovník, Třtice;ST
-785014;-1042590;178250;Velká Buková;3212;Rakovník, Velká Buková;ST
-790335;-1041116;187496;Všetaty;3212;Rakovník, Všetaty;ST
-828558;-1083611;29696;Horní Lukavice;3406;Plzeň-jih, Horní Lukavice;PL
-763404;-1185388;193691;Zubčice;3302;Český Krumlov, Zubčice;JC
-699621;-1148862;8168;Bořetín;3303;Jindřichův Hradec, Bořetín;JC
-734619;-1081447;167142;Tisem;3201;Benešov, Tisem;ST
-751375;-1053392;69973;Kosoř;3210;Praha-západ, Kosoř;ST
-527409;-1102072;153788;Stará Libavá;3805;Olomouc, Norberčany;OL
-647828;-1082501;101630;Nasavrky;3603;Chrudim, Nasavrky;PA
-490672;-1178667;102202;Paseky;3705;Zlín, Nedašova Lhota;ZL
-752524;-1050350;112607;Ořech;3210;Praha-západ, Ořech;ST
-835826;-1132222;198978;Zhůří;3404;Klatovy, Čachrov;PL
-702219;-1154167;158097;Budkov;3303;Jindřichův Hradec, Střížovice;JC
-704946;-1155002;158101;Střížovice;3303;Jindřichův Hradec, Střížovice;JC
-732729;-1178095;7269;Bor;3303;Jindřichův Hradec, Suchdol nad Lužnicí;JC
-730735;-1181811;48062;Hrdlořezy;3303;Jindřichův Hradec, Suchdol nad Lužnicí;JC
-565108;-1170479;103730;Letošov;3712;Vyškov, Nesovice;JM
-590572;-1177836;99988;Moutnice;3703;Brno-venkov, Moutnice;JM
-536476;-1121491;100153;Mrsklesy;3805;Olomouc, Mrsklesy;OL
-728071;-1165811;327361;Za Lužnicí;3303;Jindřichův Hradec, Třeboň;JC
-712233;-1021520;192376;Zdětín;3207;Mladá Boleslav, Zdětín;ST
-641841;-1114148;195243;Libušín;3714;Žďár nad Sázavou, Žďár nad Sázavou;VY
-724847;-1177472;66265;Klikov;3303;Jindřichův Hradec, Suchdol nad Lužnicí;JC
-726260;-1181282;171930;Tušť;3303;Jindřichův Hradec, Suchdol nad Lužnicí;JC
-725776;-1178413;171948;U Klikova;3303;Jindřichův Hradec, Suchdol nad Lužnicí;JC
-678868;-1167953;169692;Třebětice;3303;Jindřichův Hradec, Třebětice;JC
